0.305   9.93430603557e-07
0.315   1.34684853492e-06
0.325   2.26842257689e-06
0.335   3.78566505788e-06
0.345   5.14852308697e-06
0.355   6.33926765659e-06
0.365   1.17195231724e-05
0.375   1.10019682324e-05
0.385   2.64303398581e-05
0.395   1.87068908417e-05
0.405   3.33113930537e-05
0.415   2.11990500247e-05
0.425   2.21452755795e-05
0.435   3.3793192415e-05
0.445   2.80249187199e-05
0.455   3.58764518751e-05
0.465   3.50297341356e-05
0.475   4.80651433463e-05
0.485   3.88605221815e-05
0.495   0.000112617883133
0.505   4.5025102736e-05
0.515   0.000172827101778
0.525   4.89624253532e-05
0.535   4.28072344221e-05
0.545   2.67366176558e-05
0.555   2.18080876948e-05
0.565   3.50723203155e-05
0.575   4.99010384374e-05
0.585   2.49991062446e-05
0.595   3.56213968189e-05
0.605   3.32467861881e-05
0.615   2.85447404167e-05
0.625   3.1605381082e-05
0.635   3.09900133288e-05
0.645   3.03917713609e-05
0.655   0.000169289647602
0.665   3.6769441067e-05
0.675   3.22627602145e-05
0.685   3.26473964378e-05
0.695   3.48708599631e-05
0.705   0.00011449050362
0.715   3.37565106747e-05
0.725   0.000276825012406
0.735   0.00012419509585
0.745   3.01382588077e-05
0.755   3.43646970578e-05
0.765   4.76631394122e-05
0.775   6.93677284289e-05
0.785   3.51610251528e-05
0.795   3.83532569685e-05
0.805   9.36704527703e-05
0.815   0.000111809829832
0.825   0.0002969467605
0.835   3.52916395059e-05
0.845   3.53567993443e-05
0.855   4.27489903814e-05
0.865   4.55729423265e-05
0.875   5.83068103879e-05
0.885   7.43622658774e-05
0.895   6.65529296384e-05
0.905   0.000109749998956
0.915   5.49846190552e-05
0.925   0.000186852441402
0.935   3.69321496692e-05
0.945   3.06451802317e-05
0.955   2.83867138933e-05
0.965   3.41388949892e-05
0.975   2.8682537959e-05
0.985   3.23129534081e-05
0.995   7.59878676035e-05
1.005   3.09986353386e-05
1.015   6.21948565822e-05
1.025   0.000361570884706
1.035   2.51177170867e-05
1.045   2.60229408013e-05
1.055   4.42874552391e-05
1.065   2.46154395427e-05
1.075   5.19539134984e-05
1.085   3.20721628668e-05
1.095   2.66211773123e-05
1.105   4.15946742578e-05
1.115   2.93482462439e-05
1.125   4.65688717668e-05
1.135   1.93369141925e-05
1.145   1.98492652999e-05
1.155   2.58065465459e-05
1.165   3.24531392835e-05
1.175   2.62697267317e-05
1.185   1.85178814718e-05
1.195   2.04276511795e-05
1.205   1.71033934748e-05
1.215   6.24573076493e-05
1.225   1.94340209418e-05
1.235   2.4313085305e-05
1.245   1.75670029421e-05
1.255   1.77705878741e-05
1.265   1.58034308697e-05
1.275   2.85084443021e-05
1.285   1.69766553881e-05
1.295   1.50626565301e-05
1.305   2.17068136408e-05
1.315   1.46069187394e-05
1.325   3.68775545212e-05
1.335   1.40015399666e-05
1.345   2.18287041207e-05
1.355   4.65278790216e-05
1.365   1.3951517758e-05
1.375   1.39256171678e-05
1.385   1.52066550072e-05
1.395   1.32144259624e-05
1.405   1.44584691952e-05
1.415   1.299390442e-05
1.425   1.27779658214e-05
1.435   1.25838614622e-05
1.445   1.24724392663e-05
1.455   1.21818502521e-05
1.465   1.15895682029e-05
1.475   2.41133366217e-05
1.485   1.27283028633e-05
1.495   1.27758758026e-05
1.505   1.13737460197e-05
1.515   1.08656740849e-05
1.525   1.06036441139e-05
1.535   1.09514812721e-05
1.545   1.07086789285e-05
1.555   1.13703745228e-05
1.565   1.02934227471e-05
1.575   1.33187950269e-05
1.585   9.42010137805e-06
1.595   9.33611954679e-06
1.605   9.6149797173e-06
1.615   9.22965045902e-06
1.625   8.83897882886e-06
1.635   8.81642881723e-06
1.645   8.54917834658e-06
1.655   1.08905769594e-05
1.665   8.72778309713e-06
1.675   8.22768924991e-06
1.685   8.24839571578e-06
1.695   7.8951334217e-06
1.705   7.93818344391e-06
1.715   7.64458309277e-06
1.725   8.00635370979e-06
1.735   8.02177146397e-06
1.745   9.26690518099e-06
1.755   7.26795860828e-06
1.765   7.22054983271e-06
1.775   7.08095103619e-06
1.785   6.90114757163e-06
1.795   6.78152946421e-06
1.805   6.82125482854e-06
1.815   6.75080946166e-06
1.825   6.8219046625e-06
1.835   1.71776373463e-05
1.845   6.66614459988e-06
1.855   9.89680575003e-06
1.865   2.25932853937e-05
1.875   6.11783752902e-06
1.885   5.9721787693e-06
1.895   5.78014532948e-06
1.905   5.77387254452e-06
1.915   5.6136582316e-06
1.925   5.53243808099e-06
1.935   5.45265265828e-06
1.945   5.37460073247e-06
1.955   5.30402894583e-06
1.965   5.24079496245e-06
1.975   5.17249873155e-06
1.985   5.10155405209e-06
1.995   5.02973125549e-06
2.005   1.9207398509e-05
2.015   4.89280728289e-06
2.025   4.82561972603e-06
2.035   4.83849498778e-06
2.045   4.70303120892e-06
2.055   4.64582763016e-06
2.065   4.58441854789e-06
2.075   4.52552421848e-06
2.085   4.46597277914e-06
2.095   4.40874600827e-06
2.105   4.35075207861e-06
2.115   4.29536385127e-06
2.125   4.49221033705e-06
2.135   4.18447689299e-06
2.145   4.13147927247e-06
2.155   4.07844800066e-06
2.165   4.02552177547e-06
2.175   3.97403482566e-06
2.185   5.93251297687e-06
2.195   3.87389900425e-06
2.205   3.82394455301e-06
2.215   3.77569199372e-06
2.225   3.7278111904e-06
2.235   3.68056134903e-06
2.245   3.63405024473e-06
2.255   3.58816600965e-06
2.265   3.54295775651e-06
2.275   3.49837068825e-06
2.285   4.10851180277e-06
2.295   3.41110171576e-06
2.305   3.36838320436e-06
2.315   3.32696708938e-06
2.325   3.2859543353e-06
2.335   3.24536699736e-06
2.345   3.52643883161e-06
2.355   3.19439800478e-06
2.365   3.12428142024e-06
2.375   4.83544545204e-06
2.385   3.20815524901e-06
2.395   3.01139743897e-06
2.405   2.98630129691e-06
2.415   3.11200574288e-06
2.425   8.25282313599e-06
2.435   2.87718899017e-06
2.445   5.55541600988e-06
2.455   1.49678980961e-05
2.465   2.7788830721e-06
2.475   2.74225340036e-06
2.485   2.70580585493e-06
2.495   2.67425070888e-06
2.505   3.06913739223e-06
2.515   2.61378863797e-06
2.525   2.58367344941e-06
2.535   2.55389682025e-06
2.545   2.52525865108e-06
2.555   2.49625918514e-06
2.565   2.63766992248e-06
2.575   2.43977751779e-06
2.585   2.41210545937e-06
2.595   2.46422382588e-06
2.605   2.35774336943e-06
2.615   2.33105902225e-06
2.625   8.59988813318e-06
2.635   2.27868508773e-06
2.645   2.25298913392e-06
2.655   2.22784615289e-06
2.665   2.20624474423e-06
2.675   2.18878562919e-06
2.685   2.16776561501e-06
2.695   2.14498413698e-06
2.705   2.12242662201e-06
2.715   2.10018856706e-06
2.725   2.07818425224e-06
2.735   2.05644550988e-06
2.745   2.03487115868e-06
2.755   2.01364787245e-06
2.765   1.99262012757e-06
2.775   1.97183703676e-06
2.785   1.95126494873e-06
2.795   1.93093933376e-06
2.805   1.91074332179e-06
2.815   1.89105242043e-06
2.825   2.04453635888e-06
2.835   1.85176122613e-06
2.845   1.83234919859e-06
2.855   1.81353095741e-06
2.865   1.79473340722e-06
2.875   1.77637446086e-06
2.885   3.35094114234e-06
2.895   1.73959517724e-06
2.905   1.72159468548e-06
2.915   1.70381792941e-06
2.925   1.68621784269e-06
2.935   1.66883376096e-06
2.945   1.65162191479e-06
2.955   1.63460401836e-06
2.965   1.61775608376e-06
2.975   1.60111949299e-06
2.985   1.58464104061e-06
2.995   1.56834857989e-06
3.005   1.55221903242e-06
3.015   1.53628400312e-06
3.025   1.52051450186e-06
3.035   1.96055998458e-06
3.045   1.48946844547e-06
3.055   1.47420394114e-06
3.065   1.45908904869e-06
3.075   1.44416708281e-06
3.085   1.42935925851e-06
3.095   1.61966511314e-06
3.105   2.10539201362e-06
3.115   1.38595260069e-06
3.125   1.37182166782e-06
3.135   1.35776770094e-06
3.145   1.34390927542e-06
3.155   1.33018397719e-06
3.165   1.31660738134e-06
3.175   1.30318517222e-06
3.185   1.28989211134e-06
3.195   1.27673729367e-06
3.205   1.26335896766e-06
3.215   1.2502316622e-06
3.225   1.2420780422e-06
3.235   1.23039910704e-06
3.245   1.21875564218e-06
3.255   1.20702657114e-06
3.265   1.19535650356e-06
3.275   1.35351444897e-06
3.285   1.17241381759e-06
3.295   1.16112744308e-06
3.305   1.14993974876e-06
3.315   1.13887040243e-06
3.325   1.12778343464e-06
3.335   1.11704980554e-06
3.345   1.17376214348e-06
3.355   1.09566394713e-06
3.365   1.08512097086e-06
3.375   1.07471578303e-06
3.385   1.06436050373e-06
3.395   1.08537619781e-06
3.405   1.04401067347e-06
3.415   1.03397314888e-06
3.425   1.02404669633e-06
3.435   1.01421130694e-06
3.445   1.00448392004e-06
3.455   9.94842253021e-07
3.465   9.85295400824e-07
3.475   9.75820398708e-07
3.485   9.67974870036e-07
3.495   9.60519741966e-07
3.505   9.52416144173e-07
3.515   9.44055045693e-07
3.525   9.35761761411e-07
3.535   9.27547830543e-07
3.545   9.19425076518e-07
3.555   9.11326310415e-07
3.565   9.03348393422e-07
3.575   8.95433174719e-07
3.585   8.8756888772e-07
3.595   8.79776223428e-07
3.605   8.72085138326e-07
3.615   8.644335594e-07
3.625   8.56955296058e-07
3.635   8.49348282372e-07
3.645   8.41912310534e-07
3.655   8.34523916637e-07
3.665   8.27215671961e-07
3.675   8.19945569219e-07
3.685   8.12793416571e-07
3.695   8.05647403013e-07
3.705   7.98768041932e-07
3.715   7.91629531705e-07
3.725   7.85004544923e-07
3.735   7.79052413691e-07
3.745   7.71024588175e-07
3.755   7.91325931004e-07
3.765   7.57581062771e-07
3.775   7.51441916691e-07
3.785   7.44528279029e-07
3.795   7.37869072509e-07
3.805   7.54746110943e-07
3.815   7.25180655081e-07
3.825   7.1867521001e-07
3.835   7.13801114216e-07
3.845   7.06154935415e-07
3.855   9.91891056401e-07
3.865   7.05193599515e-07
3.875   8.81222888438e-07
3.885   6.81777407863e-07
3.895   1.17043828141e-06
3.905   6.6994783765e-07
3.915   6.80029188516e-07
3.925   6.58251281038e-07
